name,price,package_size,serving_size,calories_per_serving,calculated_calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Polyunsaturated Fat,Monounsaturated Fat,Vitamin A,Vitamin C,Insoluble Fiber,Soluble Fiber,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Folic Acid,Vitamin B12,Zinc,Pantothenic Acid,Phosphorus,Calories from Fat,Trans Fat 0g,† As prepared with unsalted butter and salt.,Added SugarsƗ,Ɨ One  serving adds 16g of sugar to your diet and represents  32% of the Daily Value for Added Sugars
Raspberry Croissant Carré,$5.99,11.29 Oz,53 gg,180.0,166.0,6 g,4.0 g,0 g,20 mg,170 mg,25 g,2 g,12 g,11 g,3 g,0.1 mcg,20 mg,0.3 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Gran Capitan Hard Cheese with Black Olive Paste,$13.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empanadas de Ropa Vieja,$5.99,9.6 Oz,68 g,160.0,164.0,8 g,1.5 g,0 g,15 mg,300 mg,18 g,1 g,2 g,2 g,5 g,0.0 mcg,10 mg,0.7 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Fresh Cranberries,$2.29,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Ground Cinnamon,$1.99,1.5 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon Sticks,$2.99,1 Oz,0.5 g,0.0,0.0,0g,,,,0mg,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,
Petite Peas,$1.79,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aged Sheep's Milk Cheese Marinated in EVOO,$5.99,6 Oz,28 g,120.0,118.0,10 g,7 g,0 g,25 mg,160 mg,0 g,0 g,0 g,0 g,7 g,0.1 mcg,210 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Fully Cooked Spiral Sliced Uncured Half Ham,$5.99,1 Lb,84 g,130.0,126.0,6 g,2.5 g,0 g,45 mg,690 mg,4 g,0 g,3 g,3 g,14 g,0.4 mcg,10 mg,0.7 mg,480 mg,,,,,,,,,,,,,,,,,,,,,
Finocchiona Uncured Salami,$5.99,5.3 Oz,30 g,100.0,106.0,6 g,2.5 g,0 g,40 mg,620 mg,2 g,0 g,0 g,0 g,11 g,0.3 mcg,10 mg,0.7 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Spanish Style Uncured Chorizo,$5.99,5.3 Oz,30 g,110.0,111.0,7 g,2.5 g,0 g,35 mg,590 mg,2 g,2 g,0 g,0 g,10 g,0.4 mcg,10 mg,0.8 mg,210 mg,,,,,,,,,,,,,,,,,,,,,
Organic Conversation Olive Trio,$3.49,12.35 Oz,16 g,25.0,22.0,2.0 g,0 g,0 g,0 mg,120 mg,1 g,2 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Non-Dairy Cinnamon Bun Oat Creamer,$1.99,16 Fl Oz,15 mL,25.0,20.5,0.5 g,0 g,0 g,0 mg,25 mg,4 g,0 g,4 g,4 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Christmas Sprinkle,$1.99,3.5 Oz,4 g,15.0,16.0,0 g,0 g,0 g,0 mg,0 mg,4 g,0 g,4 g,4 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Chocolatey Dipped Danish Cookies,$5.99,8.465 Oz,40 g,190.0,183.0,11 g,6 g,0 g,15 mg,30 mg,19 g,1 g,17 g,16 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Holiday Cheer Unexpected Cheddar Cheese Spread,$4.99,9 Oz,28 g,90.0,90.0,6 g,4.0 g,0 g,25 mg,190 mg,5 g,0 g,3 g,1 g,4 g,0.1 mcg,140 mg,0.1 mg,180 mg,,,,,,,,,,,,,,,,,,,,,
Herbes de Provence Potato Wedges,$3.79,16 Oz,112 g/,190.0,187.0,11 g,2.0 g,0 g,0 mg,115 mg,19 g,3 g,2 g,0 g,3 g,0.0 mcg,20 mg,0.9 mg,720 mg,,,,,,,,,,,,,,,,,,,,,
The Milk Chocolate Coin,$1.99,3.17 Oz,30 g,160.0,170.0,10 g,6 g,0 g,10mg mg,20 mg,18 g,2 g,16 g,14 g,2 g,0.1 mcg,60 mg,0.9 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Organic Cranberries,$2.99,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanksgiving Stuffing Seasoned Popcorn,$2.99,5 Oz,30 g,140.0,161.0,9 g,0.5 g,0 g,0 mg,290 mg,17 g,4 g,2 g,1 g,3 g,0.0 mcg,10 mg,1.1 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Baked Pizza Flavored Pillow Crisps,$1.99,3.5 Oz,30 g,130.0,123.0,3.0 g,0 g,0 g,0 mg,260 mg,20 g,1 g,0 g,0 g,4 g,0.0 mcg,10 mg,0.4 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Butter Toffee Pretzels,$3.49,10 Oz,28 g,130.0,135.0,7 g,4.0 g,0 g,15 mg,230 mg,17 g,0 g,7 g,7 g,1 g,0 mcg,0 mg,0.5 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Triple Ginger Snaps,$4.79,14 Oz,30 g,120.0,116.5,4.5 g,2.5 g,0 g,15 mg,180 mg,18 g,0 g,9 g,9 g,1 g,0.0 mcg,4 mg,1 mg,9 mg,,,,,,,,,,,,,,,,,,,,,
Classic Bitters,$4.99,3.38 Fl Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Pumpkin,$2.49,15 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Blossoms,$2.49,8 Oz,114 g,670.0,669.0,33 g,17 g,0 g,15 mg,590 mg,85 g,4 g,32 g,22 g,8 g,0.1 mcg,20 mg,3.1 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Roasted Cauliflower and Orzo,$5.99,17 Oz,230 g,590.0,612.0,24g,8g,0g,35mg,1180mg,75g,8g,17g,0g,24g,0mcg,440mg,4.8mg,880mg,,,,,,,,,,,,,,,,,,,,,
Cornbread Mix,$2.99,15 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Farfalle Rigate Pasta,$1.99,1 Lb,56 g,200.0,192.5,0.5 g,0 g,0 g,0 mg,0 mg,40 g,2 g,1 g,0 g,7 g,0.0 mcg,10 mg,0.6 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Dutch Griddle Cakes,$3.49,14.11 Oz,100 g,350.0,349.0,21 g,2.0 g,0 g,60 mg,280 mg,34 g,1 g,15 g,13 g,6 g,0.0 mcg,80 mg,0.7 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Peanut Butter Overnight Oats,$1.99,5.5 Oz,156 g,270.0,274.0,10 g,2.0 g,0 g,0 mg,210 mg,34 g,6 g,13 g,0 g,12 g,0.0 mcg,30 mg,1.5 mg,290 mg,,,,,,,,,,,,,,,,,,,,,
Apple Overnight Oats,$1.99,5.5 Oz,156 g,250.0,246.0,6 g,0.5 g,0 g,0 mg,190 mg,42 g,5 g,21 g,0 g,6 g,0.0 mcg,50 mg,1.8 mg,330 mg,,,,,,,,,,,,,,,,,,,,,
Mashed Sweet Potatoes,$2.99,18 Oz,140 g,110.0,108.0,0 g,0 g,0 g,0 mg,40 mg,25 g,4 g,8 g,0 g,2 g,0.0 mcg,40 mg,1.0 mg,320 mg,,,,,,,,,,,,,,,,,,,,,
Sweetened Dried Cranberries,$1.99,8 Oz,40 g,140.0,140.0,0 g,0 g,0 g,0 mg,0 mg,35 g,2 g,27 g,24 g,0 g,0.0 mcg,0 mg,0.1 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
1000 Day Gouda Cheese,$12.99,1 Lb,28 g,120.0,122.0,10g,7g,0g,30mg,270mg,0g,0g,0g,0g,8g,,,,,,,,,,,,,,,,,,,,,,,,,
Ciabatta Rolls,$1.99,12 Oz,85 g,210.0,205.5,1.5 g,0 g,0 g,0 mg,460 mg,41 g,2 g,0 g,0 g,7 g,0.0 mcg,10 mg,2.8 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Shredded Mozzarella Cheese,$4.49,16 Oz,28 g,80.0,81.0,5.0 g,3.0 g,0 g,15 mg,150 mg,1 g,0 g,0 g,0 g,8 g,0 mcg,210 mg,0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Roasted Hatch Chile & Jalapeño Cheese Dip,$4.99,10 Oz,28 g,60.0,61.0,5 g,3.5 g,0 g,15 mg,150 mg,2 g,0 g,2 g,0 g,2 g,0.2 mcg,50 mg,0.0 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Kung Pao Brussels Sprouts,$5.99,14 Oz,110 g,120.0,117.0,5 g,0.5 g,0 g,0 mg,360 mg,15 g,3 g,7 g,5 g,3 g,0.0 mcg,40 mg,1.1 mg,360 mg,,,,,,,,,,,,,,,,,,,,,
Cinnamon Sugar Toffee Trio,$4.99,10 Oz,32 g,170.0,183.0,11 g,6 g,0 g,10 mg,75 mg,19 g,2 g,18 g,17 g,2 g,0.1 mcg,20 mg,0.6 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Super Chocolatey Chocolate Chunk Cookie Dough,$5.29,14.4 Oz,34 g,140.0,154.0,6 g,3.5 g,0 g,15 mg,135 mg,23 g,2 g,14 g,14 g,2 g,0.1 mcg,10 mg,1.3 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Premium Chunk White Chicken,$3.99,12.5 Oz,71 g,70.0,61.5,1.5g,0g,0g,40mg,250mg,0g,0g,0g,,12g,,,,,,,,,,,,,,,,,,,,,,,,,
Mirepoix,$3.49,14.5 Oz,85 g,30.0,28.0,0 g,0 g,0 g,0 mg,45 mg,6 g,2 g,3 g,0 g,1 g,0.0 mcg,27 mg,0 mg,207 mg,,,,,,,,,,,,,,,,,,,,,
Chicken Breakfast Sausage Patties,$2.99,7.8 Oz,72 g,140.0,137.0,9 g,2.0 g,0 g,70 mg,390 mg,1 g,0 g,0 g,0 g,13 g,0.0 mcg,20 mg,1.1 mg,460 mg,,,,,,,,,,,,,,,,,,,,,
Super Chocolatey Gluten Free Chocolate Chunk Cookie Dough,$5.49,16 Oz,38 g,170.0,177.0,9 g,4.5 g,0 g,10 mg,150 mg,22 g,2 g,12 g,12 g,2 g,0.2 mcg,10 mg,0.9 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Whole Kernel Corn,$0.99,15 Oz,125 g,60.0,44.5,0.5 g,0 g,0 g,0 mg,200 mg,9 g,1 g,2 g,0 g,1 g,0.0 mcg,10 mg,0.2 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Organic Heavy Whipping Cream,$3.49,16 Fl Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Noodle Soup,$2.99,19 Oz,245 g,240.0,243.0,7 g,2.0 g,0 g,60 mg,1170 mg,29 g,3 g,2 g,0 g,16 g,0.2 mcg,60 mg,1.3 mg,800 mg,,,,,,,,,,,,,,,,,,,,,
Garlic & Black Pepper Almonds,$4.99,12 Oz,30 g,180.0,192.0,16 g,1.0 g,0 g,0 mg,95 mg,6 g,3 g,1 g,0 g,6 g,0.0 mcg,80 mg,1.1 mg,210 mg,,,,,,,,,,,,,,,,,,,,,
Orkney White Cheddar Cheese,$4.99,7 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avocado Ranch Salad Kit,$3.99,12.8 Oz,100 g,70.0,143.0,11 g,2.5 g,0 g,10 mg,240 mg,8 g,2 g,3 g,0 g,3 g,0.1 mcg,80 mg,0.6 mg,180 mg,,,,,,,,,,,,,,,,,,,,,
All Butter Sugar Cookie Dough,$3.99,16 Oz,30 g,120.0,124.5,4.5 g,2.5 g,0 g,15 mg,70 mg,19 g,0 g,9 g,9 g,2 g,0.0 mcg,10 mg,0.2 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Wicked Good Mini Chocolate Bars,$4.99,14.7 Oz,37 g,140.0,206.0,10 g,4.5 g,0 g,10 mg,85 mg,25 g,2 g,21 g,19 g,4 g,0.0 mcg,50 mg,1 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Spinach & Feta Egg White Burrito,$4.49,7.1 Oz,201 g,410.0,410.0,18 g,6 g,0 g,30 mg,740 mg,43 g,5 g,3 g,0 g,19 g,0.1 mcg,190 mg,2.1 mg,430 mg,,,,,,,,,,,,,,,,,,,,,
Halloween Gummies,$4.49,14 Oz,20 g,70.0,64.0,0 g,0 g,0 g,0 mg,20 mg,16 g,0 g,14 g,14 g,0 g,0 mcg,0 mg,0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Guacasalsa,$3.99,10 Oz,30 g,20.0,21.5,1.5 g,0 g,0 g,0 mg,135 mg,2 g,2 g,2 g,0 g,0 g,0.0 mcg,0 mg,0.2 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Butternut Squash and Caramelized Onion Tart,$9.99,18 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teeny Tiny Apple Pies,$4.99,7.76 Oz,220 g,800.0,802.0,38 g,19 g,0 g,5 mg,370 mg,107 g,3 g,49 g,43 g,8 g,0.0 mcg,70 mg,3.4 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Double Chocolate Croissants,$5.49,12 Oz,85 g,340.0,339.0,19 g,12 g,0.5 g,40 mg,250 mg,36 g,2 g,11 g,11 g,6 g,0.3 mcg,20 mg,3.6 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Organic Red Butter Lettuce,$2.49,6 Oz,85 g,20.0,24.0,0 g,0 g,0 g,0 mg,10 mg,4 g,2 g,2 g,0 g,2 g,0.0 mcg,60 mg,2.1 mg,400 mg,,,,,,,,,,,,,,,,,,,,,
Truffle Glaze,$4.99,8.45 Fl Oz,15 mL,35.0,36.0,0 g,0 g,0 g,0 mg,0 mg,9 g,0 g,9 g,4 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Garlic & Asiago Cheese Dip,$4.99,10 Oz,28 g,70.0,70.0,6 g,3.5 g,0 g,15 mg,150 mg,2 g,0 g,2 g,0 g,2 g,0.2 mcg,70 mg,0.0 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Kosher Dill Pickle Spears,$4.49,24 Fl Oz,28 g / about,0.0,0.0,0 g,0 g,0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Super Nutty Oat Clusters Cereal,$4.79,20 Oz,59 g,270.0,274.0,10 g,1.0 g,0 g,0 mg,130 mg,41 g,4 g,12 g,11 g,5 g,0.0 mcg,30 mg,1.4 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
BBQ Seasoned Spatchcocked Chicken,$5.99,1 Lb,112 g,240.0,236.0,16 g,4.5 g,0 g,75 mg,230 mg,4 g,0 g,3 g,2 g,19 g,0.2 mcg,20 mg,1.1 mg,230 mg,,,,,,,,,,,,,,,,,,,,,
Kosher Dill Pickle Chips,$4.49,24 Fl Oz,28 g,0.0,0.0,0 g,0 g,0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Sun-Dried Tomato & Basil Chicken Tenders,$7.49,1 Lb,113 g,150.0,146.0,2.0 g,0.5 g,0 g,70 mg,810 mg,8 g,1 g,2 g,,24 g,,,,,,,,,,,,,,,,,,,,,,,,,
Savory Herbed Chicken Thighs,$6.99,1 Lb,112 g,140.0,138.0,6 g,1.0 g,0 g,80 mg,370 mg,3 g,2 g,0 g,0 g,18 g,0.0 mcg,30 mg,1.4 mg,310 mg,,,,,,,,,,,,,,,,,,,,,
Sesame Miso Salad with Salmon,$6.99,10.25 Oz,100 g,370.0,371.0,27 g,4.5 g,0 g,35 mg,910 mg,18 g,4 g,9 g,4 g,14 g,7.2 mcg,90 mg,2.6 mg,700 mg,,,,,,,,,,,,,,,,,,,,,
Green Goddess Salad,$5.99,9.75 Oz,100 g,360.0,365.0,25 g,3.0 g,0 g,45 mg,780 mg,23 g,4 g,4 g,2 g,12 g,0.1 mcg,120 mg,3.4 mg,650 mg,,,,,,,,,,,,,,,,,,,,,
Fresh Mozzarella Cheese Log,$5.99,16 Oz,28 g,70.0,73.0,5 g,3.5 g,0 g,15 mg,90 mg,2 g,0 g,0 g,0 g,5 g,0.0 mcg,100 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Organic Raw Apple Cider Vinegar,$2.49,16.9 Fl Oz,15 mL,10.0,8.0,0 g,0 g,0 g,0 mg,0 mg,2 g,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Organic Hearty Vegetable Broth,$1.99,32 Fl Oz,240 mL,15.0,12.0,0 g,0 g,0 g,0 mg,270 mg,3 g,0 g,2 g,0 g,0 g,0 mcg,10 mg,0 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Organic Coconut Milk,$1.69,13.5 Fl Oz,65 mL,110.0,107.0,11 g,10 g,0 g,0 mg,0 mg,1 g,0 g,1 g,0g,1 g,0 mcg,0 mg,0.7 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Brigadeiros,$3.79,4.94 Oz,31 g,120.0,122.0,6 g,4.5 g,0 g,15 mg,25 mg,15 g,1 g,12 g,7 g,2 g,0.0 mcg,50 mg,0.6 mg,150 mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Tagliatelle Pasta,$2.49,8.8 Oz,42 g,150.0,144.0,0 g,0 g,0 g,0 mg,0 mg,33 g,2 g,0 g,0 g,3 g,0.0 mcg,0 mg,0.1 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Organic Plain Cream Cheese Spread,$3.49,8 Oz,30 g,90.0,97.0,9 g,6 g,0 g,30 mg,100 mg,2 g,0 g,2 g,0 g,2 g,0.2 mcg,50 mg,0.0 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Lil' Tiger Stripe Pumpkin,$1.49,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gluten Free 
Egg Fettuccine Pasta",$3.99,9 Oz,85 g/,690.0,686.0,6 g,2.0 g,0 g,230 mg,1930 mg,139 g,4 g,6 g,0 g,19 g,0.9 mcg,70 mg,1.7 mg,390 mg,,,,,,,,,,,,,,,,,,,,,
Orzo Italian Pasta,$0.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roasted Garlic Marinara Sauce,$1.99,24 Oz,125 g,90.0,93.0,5 g,1.0 g,0 g,0 mg,550 mg,10 g,3 g,6 g,1 g,2 g,0.0 mcg,40 mg,0.6 mg,430 mg,,,,,,,,,,,,,,,,,,,,,
Fall Harvest Salsa,$3.49,12 Oz,30 g,10.0,12.0,0 g,0 g,0 g,0 mg,120 mg,3 g,0 g,2 g,2g,0 g,0.0 mcg,0 mg,0.1 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
NATURAL CUBED CHICKEN BREAST,$7.99,1 Lb,112 g,140.0,131.0,3g,0.5g,0g,85mg,50mg,0g,0g,0g,,26g,,,,,,,,,,,,,,,,,,,,,,,,,
Baked Sheep's Milk Ricotta Cheese,$11.99,1 Lb,28 g,60.0,68.5,4.5 g,3.0 g,0 g,10 mg,170 mg,2 g,0 g,2 g,0 g,5 g,0.0 mcg,150 mg,0.1 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Maple Spiced Nut Mix,$5.99,8.5 Oz,35 g,190.0,202.0,14 g,1.5 g,0 g,0 mg,50 mg,14 g,2 g,10 g,9 g,5 g,0.0 mcg,30 mg,1.0 mg,150 mg,,,,,,,,,,,,,,,,,,,,,
Petite Pumpkin Spice Cookies,$3.99,10 Oz,28 g,130.0,130.0,6 g,4.5 g,0 g,0 mg,50 mg,18 g,0 g,13 g,13g,1 g,0 mcg,20 mg,0.3 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Pumpkin Brioche Twist,$4.99,16.8 Oz,53 g,190.0,187.0,7 g,2.5 g,0 g,25 mg,190 mg,28 g,2 g,7 g,7 g,3 g,0.1 mcg,20 mg,1.1 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Honey Crisp Apple Cinnamon Greek Yogurt,$0.99,5.3 Oz,150 g,170.0,170.0,6 g,3.5 g,0 g,25 mg,50 mg,19 g,0 g,15 g,10 g,10 g,0.0 mcg,120 mg,0.1 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Fall Fantasy Pumpkin,$7.99,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange Pumpkin,$3.99,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin Joe-Joe's Cookies,$2.99,10.5 Oz,32 g,160.0,159.0,7 g,3.0 g,0 g,0 mg,65 mg,23 g,1 g,13 g,13 g,1 g,0.0 mcg,10 mg,0.6 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Double Fold Bourbon Vanilla Extract,$7.99,3.55 Fl Oz,5 mL,0.0,0.0,0 g,0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Délice de Jenlain Semi-soft Cheese,$11.99,1 Lb,28 g,100.0,95.0,7g,4.5g,0g,25mg,200mg,1g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
Butternut Squash Italian Lasagna,$4.49,16 Oz,227 g,630.0,618.0,26 g,11 g,0 g,95 mg,1280 mg,73 g,7 g,13 g,0 g,23 g,0.0 mcg,420 mg,3.6 mg,810 mg,,,,,,,,,,,,,,,,,,,,,
Apple Cinnamon Buns,$4.49,8.46 Oz,120 g,830.0,825.0,33 g,13 g,1.0 g,35 mg,600 mg,120 g,6 g,55 g,51 g,12 g,0.0 mcg,140 mg,0.0 mg,340 mg,,,,,,,,,,,,,,,,,,,,,
Almond Chipotle Dip,$3.49,9 Oz,33 g,90.0,96.0,8 g,0.5 g,0 g,0 mg,230 mg,4 g,1 g,2 g,0 g,2 g,0.0 mcg,20 mg,0.7 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Vegetable Tray,$3.99,18 Oz,85 g,25.0,28.0,0 g,0 g,0 g,0 mg,55 mg,5 g,2 g,3 g,0 g,2 g,0.0 mcg,30 mg,0.6 mg,210 mg,,,,,,,,,,,,,,,,,,,,,
Cut Butternut Squash,$3.99,20 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sour Cream,$3.99,16 Oz,30 g,60.0,57.0,5 g,3.0 g,0 g,20 mg,20 mg,2 g,0 g,2 g,0 g,1 g,0.2 mcg,50 mg,0.0 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Pumpkin Pie Spice,$2.99,1.8 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Cane Sugar,$3.99,2 Lb,8 g,30.0,32.0,0 g,0 g,0 g,0 mg,0 mg,8 g,0 g,8 g,8 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Lactose Free Cream Cheese,$3.79,8 Oz,30 g,100.0,98.0,10 g,6 g,0 g,30 mg,75 mg,1 g,2 g,1 g,0 g,1 g,0.0 mcg,30 mg,0.0 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Mini Maple Flavored Marshmallows,$2.99,6 Oz,30 g,90.0,92.0,0 g,0 g,0 g,0 mg,35 mg,23 g,0 g,20 g,19 g,0 g,0.0 mcg,0 mg,0.1 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Lobster Bisque,$4.99,16 Oz,454 g,530.0,540.0,44 g,27 g,1.5 g,175 mg,1690 mg,25 g,2 g,12 g,4 g,11 g,1.0 mcg,210 mg,0.9 mg,410 mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Pumpkin Ravioli,$4.49,8 Oz,105 g,420.0,438.0,10 g,5.0 g,0 g,115 mg,1100 mg,77 g,5 g,7 g,4 g,10 g,0.5 mcg,210 mg,2.1 mg,540 mg,,,,,,,,,,,,,,,,,,,,,
Maple Flavored Fudge,$2.99,5.29 Oz,30 g,130.0,128.0,4.0 g,2.5 g,0 g,10 mg,50 mg,23 g,0 g,21 g,21 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Crunchy Chili Onion Hummus,$3.99,10 Oz,28 g,80.0,64.5,4.5 g,0.5 g,0 g,0 mg,115 mg,4 g,1 g,2 g,0 g,2 g,0.0 mcg,10 mg,0.4 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Honeycrisp Apple Granola,$3.99,12 Oz,62 g,130.0,262.0,6 g,1.0 g,0 g,0 mg,90 mg,47 g,5 g,17 g,12 g,5 g,0.0 mcg,30 mg,1.6 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Mexican Style Hot Cocoa Melts,$4.99,5.36 Oz,38 g,200.0,204.0,12 g,7 g,0 g,10 mg,25 mg,22 g,0 g,22 g,19 g,2 g,0.0 mcg,90 mg,0.2 mg,120 mg,,,,,,,,,,,,,,,,,,,,,
Shrimp & Garlic Flatbread,$5.99,7.04 Oz,200 g,420.0,423.0,11 g,5 g,0 g,115 mg,980 mg,58 g,3 g,3 g,2 g,23 g,0.2 mcg,190 mg,5.0 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Mango Blueberry Chia Bowl,$3.49,7 Oz,198 g,220.0,237.0,13 g,6 g,0 g,0 mg,5 mg,25 g,9 g,14 g,0 g,5 g,0.0 mcg,150 mg,2.0 mg,320 mg,,,,,,,,,,,,,,,,,,,,,
Chicken Cheese & Green Chile Pupusas,$4.79,12 Oz,113 g,680.0,670.0,30 g,9 g,0 g,75 mg,700 mg,62 g,5 g,2 g,0 g,38 g,0.0 mcg,540 mg,1.8 mg,230 mg,,,,,,,,,,,,,,,,,,,,,
Organic Marinara Sauce,$3.49,25 Oz,125 g,60.0,61.5,1.5 g,0 g,0 g,0 mg,500 mg,10 g,2 g,5 g,0 g,2 g,0.0 mcg,50 mg,0.7 mg,480 mg,,,,,,,,,,,,,,,,,,,,,
Pumpkin O's Cereal,$2.99,12 Oz,40 g,150.0,153.0,1g,0g,0g,0mg,190mg,34g,1g,12g,12g,2g,0mcg,130mg,0.6mg,90mg,,,,,,,,,,,,,,,,,,,,,
Mushroom & Black Truffle Flatbread,$5.49,9 Oz,1/2 Pizza,360.0,362.0,14 g,5 g,0 g,20 mg,760 mg,46 g,2 g,4 g,0 g,13 g,0 mcg,210 mg,0.7 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Chai Tea Mints,$1.99,1.2 Oz,1.8 g,5.0,8.0,0 g,0 g,0 g,0 mg,0 mg,2 g,0 g,2 g,2 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
